obj,rel,sbj,GT_1,GT_2,GT_3,GT_4,GT_5,GT_6,GT_7,GT_8,GT_9,GT_10,GT_11,GT_12,GT_13,GT_14,GT_15,GT_16,GT_17,GT_18,GT_19,GT_20,GT_21,GT_22,GT_23,GT_24,GT_25,GT_26,GT_27,GT_28,GT_29,GT_30,GT_31,GT_32,GT_33,GT_34,GT_35,GT_36,GT_37,GT_38,GT_39,GT_40,GT_41,GT_42,GT_43,GT_44,GT_45,GT_46,GT_47,GT_48,GT_49,GT_50,GT_51,GT_52,GT_53,GT_54,GT_55,GT_56,GT_57,GT_58,GT_59,GT_60,GT_61,GT_62,GT_63,GT_64,GT_65,GT_66,GT_67,GT_68,GT_69,GT_70,GT_71,GT_72,GT_73,GT_74,GT_75,GT_76,GT_77,GT_78,GT_79,GT_80,GT_81,GT_82,GT_83,GT_84,GT_85,GT_86,GT_87,GT_88,GT_89,GT_90,GT_91,GT_92,GT_93,GT_94,GT_95,GT_96,GT_97,GT_98,GT_99,GT_100,GT_101,GT_102,GT_103,GT_104,GT_105,GT_106,GT_107,GT_108,GT_109,GT_110,GT_111,GT_112,GT_113,GT_114,GT_115,GT_116,GT_117,GT_118,GT_119,GT_120,GT_121,GT_122,GT_123,GT_124,GT_125,GT_126,GT_127,GT_128,GT_129,GT_130,GT_131,GT_132,GT_133,GT_134,GT_135,GT_136,GT_137,GT_138,GT_139,GT_140,GT_141,GT_142,GT_143,GT_144,GT_145,GT_146,GT_147,GT_148,GT_149,GT_150,GT_151,GT_152,GT_153,GT_154,GT_155,GT_156,GT_157,GT_158,GT_159,GT_160,GT_161,GT_162,GT_163,GT_164,GT_165,GT_166,GT_167,GT_168,GT_169,GT_170,GT_171,GT_172,GT_173,GT_174,GT_175,GT_176,GT_177,GT_178,GT_179,GT_180,GT_181,GT_182,GT_183,GT_184,GT_185,GT_186,GT_187,GT_188,GT_189,GT_190,GT_191,GT_192,GT_193,GT_194,GT_195,GT_196,GT_197,GT_198,GT_199,GT_200,GT_201,GT_202,GT_203,GT_204,GT_205,GT_206,GT_207,GT_208,GT_209,GT_210,GT_211,GT_212,GT_213,GT_214,GT_215,GT_216,GT_217,GT_218,GT_219,GT_220,GT_221,GT_222,GT_223,GT_224,GT_225,GT_226,GT_227,GT_228,GT_229,GT_230,GT_231,GT_232,GT_233,GT_234,GT_235,GT_236,GT_237,GT_238,GT_239,GT_240,GT_241,GT_242,GT_243,GT_244,GT_245,GT_246,GT_247,GT_248,GT_249,GT_250,GT_251,GT_252,GT_253,GT_254,GT_255,GT_256,GT_257,GT_258,GT_259,GT_260,GT_261,GT_262,GT_263,GT_264,GT_265,GT_266,GT_267,GT_268,GT_269,GT_270,GT_271,GT_272,GT_273,GT_274,GT_275,GT_276,GT_277,GT_278,GT_279,GT_280,GT_281,GT_282,GT_283,GT_284,GT_285,GT_286,GT_287,GT_288,GT_289,GT_290,GT_291,GT_292,GT_293,GT_294
45,1,661,7.0,1.0,661.0,587.0,1.0,665.0,35.0,1.0,665.0,107.0,1.0,672.0,110.0,1.0,672.0,130.0,1.0,672.0,240.0,1.0,672.0,107.0,1.0,674.0,110.0,1.0,674.0,130.0,1.0,674.0,161.0,1.0,679.0,446.0,1.0,679.0,483.0,1.0,679.0,534.0,1.0,679.0,162.0,1.0,680.0,186.0,1.0,680.0,284.0,1.0,690.0,284.0,1.0,694.0,520.0,1.0,710.0,661.0,2.0,665.0,661.0,2.0,672.0,661.0,2.0,674.0,661.0,2.0,679.0,661.0,2.0,680.0,661.0,2.0,690.0,661.0,2.0,694.0,661.0,2.0,710.0,45.0,3.0,107.0,45.0,3.0,110.0,45.0,3.0,130.0,45.0,3.0,161.0,45.0,3.0,162.0,45.0,3.0,186.0,45.0,3.0,240.0,45.0,3.0,284.0,45.0,3.0,446.0,45.0,3.0,483.0,45.0,3.0,520.0,45.0,3.0,534.0,45.0,3.0,587.0,45.0,3.0,7.0,45.0,3.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1,662,101.0,1.0,662.0,414.0,1.0,662.0,10.0,1.0,662.0,276.0,1.0,692.0,282.0,1.0,692.0,283.0,1.0,692.0,296.0,1.0,692.0,312.0,1.0,692.0,662.0,2.0,692.0,60.0,3.0,101.0,60.0,3.0,276.0,60.0,3.0,282.0,60.0,3.0,283.0,60.0,3.0,296.0,60.0,3.0,312.0,60.0,3.0,414.0,60.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1,664,62.0,1.0,664.0,101.0,1.0,664.0,13.0,1.0,664.0,326.0,1.0,762.0,333.0,1.0,762.0,335.0,1.0,762.0,350.0,1.0,795.0,357.0,1.0,795.0,664.0,2.0,762.0,664.0,2.0,795.0,60.0,3.0,62.0,60.0,3.0,101.0,60.0,3.0,326.0,60.0,3.0,333.0,60.0,3.0,335.0,60.0,3.0,350.0,60.0,3.0,357.0,60.0,3.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0,666,10.0,0.0,666.0,13.0,0.0,666.0,60.0,3.0,10.0,60.0,3.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0,661,62.0,0.0,661.0,10.0,0.0,661.0,414.0,0.0,665.0,115.0,0.0,673.0,119.0,0.0,673.0,134.0,0.0,673.0,135.0,0.0,673.0,597.0,0.0,673.0,598.0,0.0,673.0,119.0,0.0,674.0,148.0,0.0,679.0,150.0,0.0,679.0,493.0,0.0,679.0,148.0,0.0,680.0,150.0,0.0,680.0,151.0,0.0,680.0,179.0,0.0,680.0,448.0,0.0,680.0,253.0,0.0,689.0,253.0,0.0,690.0,288.0,0.0,690.0,291.0,0.0,690.0,448.0,0.0,690.0,461.0,0.0,690.0,462.0,0.0,690.0,466.0,0.0,690.0,454.0,0.0,705.0,357.0,0.0,798.0,518.0,0.0,825.0,620.0,0.0,830.0,661.0,2.0,665.0,661.0,2.0,673.0,661.0,2.0,674.0,661.0,2.0,679.0,661.0,2.0,680.0,661.0,2.0,689.0,661.0,2.0,690.0,661.0,2.0,705.0,661.0,2.0,798.0,661.0,2.0,825.0,661.0,2.0,830.0,60.0,3.0,62.0,60.0,3.0,115.0,60.0,3.0,119.0,60.0,3.0,134.0,60.0,3.0,135.0,60.0,3.0,148.0,60.0,3.0,150.0,60.0,3.0,151.0,60.0,3.0,179.0,60.0,3.0,253.0,60.0,3.0,288.0,60.0,3.0,291.0,60.0,3.0,357.0,60.0,3.0,414.0,60.0,3.0,448.0,60.0,3.0,454.0,60.0,3.0,461.0,60.0,3.0,462.0,60.0,3.0,466.0,60.0,3.0,493.0,60.0,3.0,518.0,60.0,3.0,597.0,60.0,3.0,598.0,60.0,3.0,620.0,60.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0,661,1.0,0.0,661.0,32.0,0.0,661.0,35.0,0.0,661.0,349.0,0.0,665.0,109.0,0.0,672.0,107.0,0.0,673.0,110.0,0.0,673.0,130.0,0.0,673.0,492.0,0.0,679.0,171.0,0.0,680.0,483.0,0.0,680.0,297.0,0.0,690.0,307.0,0.0,690.0,468.0,0.0,690.0,483.0,0.0,705.0,262.0,0.0,760.0,263.0,0.0,760.0,661.0,2.0,665.0,661.0,2.0,672.0,661.0,2.0,673.0,661.0,2.0,679.0,661.0,2.0,680.0,661.0,2.0,690.0,661.0,2.0,705.0,661.0,2.0,760.0,66.0,3.0,107.0,66.0,3.0,109.0,66.0,3.0,110.0,66.0,3.0,130.0,66.0,3.0,171.0,66.0,3.0,262.0,66.0,3.0,263.0,66.0,3.0,297.0,66.0,3.0,307.0,66.0,3.0,349.0,66.0,3.0,468.0,66.0,3.0,483.0,66.0,3.0,492.0,66.0,3.0,1.0,66.0,3.0,32.0,66.0,3.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1,662,67.0,1.0,662.0,32.0,1.0,662.0,45.0,1.0,662.0,523.0,1.0,707.0,662.0,2.0,707.0,66.0,3.0,67.0,66.0,3.0,523.0,66.0,3.0,32.0,66.0,3.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,664,273.0,0.0,720.0,351.0,0.0,795.0,664.0,2.0,720.0,664.0,2.0,795.0,9.0,3.0,273.0,9.0,3.0,351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,661,31.0,0.0,661.0,580.0,0.0,665.0,31.0,0.0,667.0,596.0,0.0,667.0,31.0,0.0,669.0,600.0,0.0,669.0,116.0,0.0,672.0,596.0,0.0,672.0,113.0,0.0,673.0,116.0,0.0,673.0,596.0,0.0,673.0,116.0,0.0,674.0,122.0,0.0,674.0,451.0,0.0,680.0,292.0,0.0,690.0,301.0,0.0,690.0,451.0,0.0,690.0,270.0,0.0,694.0,273.0,0.0,694.0,512.0,0.0,825.0,661.0,2.0,665.0,661.0,2.0,667.0,661.0,2.0,669.0,661.0,2.0,672.0,661.0,2.0,673.0,661.0,2.0,674.0,661.0,2.0,680.0,661.0,2.0,690.0,661.0,2.0,694.0,661.0,2.0,825.0,9.0,3.0,31.0,9.0,3.0,113.0,9.0,3.0,116.0,9.0,3.0,122.0,9.0,3.0,270.0,9.0,3.0,273.0,9.0,3.0,292.0,9.0,3.0,301.0,9.0,3.0,451.0,9.0,3.0,512.0,9.0,3.0,580.0,9.0,3.0,596.0,9.0,3.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0,663,12.0,0.0,663.0,317.0,0.0,690.0,663.0,2.0,690.0,98.0,3.0,317.0,98.0,3.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0,663,369.0,0.0,663.0,421.0,0.0,663.0,2.0,0.0,663.0,38.0,0.0,663.0,39.0,0.0,663.0,61.0,0.0,663.0,63.0,0.0,663.0,291.0,0.0,690.0,313.0,0.0,690.0,316.0,0.0,690.0,457.0,0.0,690.0,469.0,0.0,690.0,472.0,0.0,690.0,473.0,0.0,690.0,476.0,0.0,690.0,243.0,0.0,692.0,246.0,0.0,692.0,247.0,0.0,692.0,313.0,0.0,692.0,315.0,0.0,692.0,457.0,0.0,692.0,469.0,0.0,692.0,472.0,0.0,692.0,473.0,0.0,692.0,476.0,0.0,692.0,542.0,0.0,702.0,657.0,0.0,705.0,362.0,0.0,798.0,663.0,2.0,690.0,663.0,2.0,692.0,663.0,2.0,702.0,663.0,2.0,705.0,663.0,2.0,798.0,99.0,3.0,243.0,99.0,3.0,246.0,99.0,3.0,247.0,99.0,3.0,291.0,99.0,3.0,313.0,99.0,3.0,315.0,99.0,3.0,316.0,99.0,3.0,362.0,99.0,3.0,369.0,99.0,3.0,421.0,99.0,3.0,457.0,99.0,3.0,469.0,99.0,3.0,472.0,99.0,3.0,473.0,99.0,3.0,476.0,99.0,3.0,542.0,99.0,3.0,657.0,99.0,3.0,2.0,99.0,3.0,38.0,99.0,3.0,39.0,99.0,3.0,61.0,99.0,3.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0,662,154.0,0.0,662.0,2.0,0.0,662.0,38.0,0.0,662.0,569.0,0.0,685.0,243.0,0.0,692.0,246.0,0.0,692.0,247.0,0.0,692.0,313.0,0.0,692.0,315.0,0.0,692.0,457.0,0.0,692.0,469.0,0.0,692.0,472.0,0.0,692.0,473.0,0.0,692.0,476.0,0.0,692.0,662.0,2.0,685.0,662.0,2.0,692.0,99.0,3.0,154.0,99.0,3.0,243.0,99.0,3.0,246.0,99.0,3.0,247.0,99.0,3.0,313.0,99.0,3.0,315.0,99.0,3.0,457.0,99.0,3.0,469.0,99.0,3.0,472.0,99.0,3.0,473.0,99.0,3.0,476.0,99.0,3.0,569.0,99.0,3.0,2.0,99.0,3.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,662,60.0,1.0,662.0,101.0,1.0,662.0,421.0,1.0,662.0,276.0,1.0,692.0,312.0,1.0,692.0,662.0,2.0,692.0,10.0,3.0,60.0,10.0,3.0,101.0,10.0,3.0,276.0,10.0,3.0,312.0,10.0,3.0,421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,664,253.0,0.0,664.0,408.0,0.0,699.0,253.0,0.0,720.0,620.0,0.0,830.0,664.0,2.0,699.0,664.0,2.0,720.0,664.0,2.0,830.0,10.0,3.0,253.0,10.0,3.0,408.0,10.0,3.0,620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,666,60.0,0.0,666.0,10.0,3.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,661,60.0,0.0,661.0,62.0,0.0,661.0,421.0,0.0,661.0,115.0,0.0,673.0,119.0,0.0,673.0,135.0,0.0,673.0,597.0,0.0,673.0,598.0,0.0,673.0,119.0,0.0,674.0,148.0,0.0,679.0,150.0,0.0,679.0,493.0,0.0,679.0,148.0,0.0,680.0,150.0,0.0,680.0,170.0,0.0,680.0,173.0,0.0,680.0,179.0,0.0,680.0,253.0,0.0,689.0,253.0,0.0,690.0,288.0,0.0,690.0,291.0,0.0,690.0,457.0,0.0,690.0,469.0,0.0,690.0,542.0,0.0,702.0,657.0,0.0,705.0,357.0,0.0,798.0,362.0,0.0,798.0,518.0,0.0,825.0,620.0,0.0,830.0,661.0,2.0,673.0,661.0,2.0,674.0,661.0,2.0,679.0,661.0,2.0,680.0,661.0,2.0,689.0,661.0,2.0,690.0,661.0,2.0,702.0,661.0,2.0,705.0,661.0,2.0,798.0,661.0,2.0,825.0,661.0,2.0,830.0,10.0,3.0,60.0,10.0,3.0,62.0,10.0,3.0,115.0,10.0,3.0,119.0,10.0,3.0,135.0,10.0,3.0,148.0,10.0,3.0,150.0,10.0,3.0,170.0,10.0,3.0,173.0,10.0,3.0,179.0,10.0,3.0,253.0,10.0,3.0,288.0,10.0,3.0,291.0,10.0,3.0,357.0,10.0,3.0,362.0,10.0,3.0,421.0,10.0,3.0,457.0,10.0,3.0,469.0,10.0,3.0,493.0,10.0,3.0,518.0,10.0,3.0,542.0,10.0,3.0,597.0,10.0,3.0,598.0,10.0,3.0,620.0,10.0,3.0,657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,662,45.0,1.0,662.0,565.0,1.0,707.0,662.0,2.0,707.0,7.0,3.0,45.0,7.0,3.0,565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,664,45.0,1.0,664.0,302.0,1.0,720.0,361.0,1.0,795.0,664.0,2.0,720.0,664.0,2.0,795.0,7.0,3.0,45.0,7.0,3.0,302.0,7.0,3.0,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,661,45.0,1.0,661.0,587.0,1.0,665.0,110.0,1.0,672.0,130.0,1.0,672.0,240.0,1.0,672.0,110.0,1.0,674.0,130.0,1.0,674.0,373.0,1.0,679.0,376.0,1.0,679.0,382.0,1.0,679.0,446.0,1.0,679.0,531.0,1.0,679.0,534.0,1.0,679.0,185.0,1.0,680.0,186.0,1.0,680.0,565.0,1.0,690.0,566.0,1.0,710.0,565.0,1.0,713.0,373.0,1.0,803.0,376.0,1.0,803.0,376.0,1.0,804.0,661.0,2.0,665.0,661.0,2.0,672.0,661.0,2.0,674.0,661.0,2.0,679.0,661.0,2.0,680.0,661.0,2.0,690.0,661.0,2.0,710.0,661.0,2.0,713.0,661.0,2.0,803.0,661.0,2.0,804.0,7.0,3.0,45.0,7.0,3.0,110.0,7.0,3.0,130.0,7.0,3.0,185.0,7.0,3.0,186.0,7.0,3.0,240.0,7.0,3.0,373.0,7.0,3.0,376.0,7.0,3.0,382.0,7.0,3.0,446.0,7.0,3.0,531.0,7.0,3.0,534.0,7.0,3.0,565.0,7.0,3.0,566.0,7.0,3.0,587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1,664,329.0,1.0,762.0,605.0,1.0,830.0,664.0,2.0,762.0,664.0,2.0,830.0,21.0,3.0,329.0,21.0,3.0,605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1,662,220.0,1.0,685.0,311.0,1.0,692.0,662.0,2.0,685.0,662.0,2.0,692.0,21.0,3.0,220.0,21.0,3.0,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,666,3.0,0.0,666.0,21.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
